particle_id,x,y,vx,vy,release_time,mass,diameter,density,charge,source_part_id,material_id,source_event_tag,stick_probability
2751,0.06068370781370849,0.04723129802207171,0.0,0.0,0.11000000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2752,0.03496688518745678,0.01570827309640346,0.0,0.0,0.11004000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2753,0.06105242177683943,0.03532947411583066,0.0,0.0,0.11008000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2754,0.06635264982553817,0.033382025681988725,0.0,0.0,0.11012000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2755,0.08114061302344261,0.05339028766557077,0.0,0.0,0.11016000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2756,0.0707104341349245,-0.012374897823335632,0.0,0.0,0.1102,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2757,0.028342604353200997,0.015093579877185301,0.0,0.0,0.11024,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2758,0.09805409513015637,0.0548820188744174,0.0,0.0,0.11028,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2759,0.01730336937017814,0.017240031303397338,0.0,0.0,0.11032000000000002,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2760,0.07630581000238257,0.03971752049802465,0.0,0.0,0.11036000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2761,0.02042655580104359,0.013254857678625066,0.0,0.0,0.11040000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2762,0.0813353541574543,0.03290433417032635,0.0,0.0,0.11044000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2763,0.054656897908830215,-0.014588705259783221,0.0,0.0,0.11048000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2764,0.029497352927481128,0.006748603591450449,0.0,0.0,0.11052000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2765,0.008511265583730145,0.019743530421306242,0.0,0.0,0.11056,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2766,0.014603801499942065,0.008651954428904209,0.0,0.0,0.1106,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2767,0.05740851340819327,0.051642350495315986,0.0,0.0,0.11064,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2768,0.06288695068930147,0.05622452174232244,0.0,0.0,0.11068000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2769,0.05048412890428145,0.015760586136463636,0.0,0.0,0.11072000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2770,0.0841791206994015,0.03770420459024458,0.0,0.0,0.11076000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2771,0.05039339129629449,0.02097522629641208,0.0,0.0,0.11080000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2772,0.07144799138470906,-0.021835106773701256,0.0,0.0,0.11084000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2773,0.08708807309529744,-0.014965648299339742,0.0,0.0,0.11088,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2774,0.0626826968562762,0.0040557446299626055,0.0,0.0,0.11092,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2775,0.06663805425644131,-0.023334796040099116,0.0,0.0,0.11096,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2776,0.08485228650915845,-0.02203339096655655,0.0,0.0,0.11100000000000002,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2777,0.06231516745629727,-0.018722781784077436,0.0,0.0,0.11104000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2778,0.06516570380871961,0.05765253045829862,0.0,0.0,0.11108000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2779,0.06486003765758669,0.060505681557106145,0.0,0.0,0.11112000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2780,0.08701729740336697,0.04336816642445018,0.0,0.0,0.11116000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2781,0.09767524600670292,0.0365688952901955,0.0,0.0,0.11120000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2782,0.042030258578204104,0.018588799827105925,0.0,0.0,0.11124,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2783,0.07662600930350624,0.05021866209648519,0.0,0.0,0.11128,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2784,0.07071382897898192,0.004964154326019396,0.0,0.0,0.11132,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2785,0.09191577064042385,0.002320659070319915,0.0,0.0,0.11136000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2786,0.08235262615731855,-0.03769419510077769,0.0,0.0,0.11140000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2787,0.09490807603678317,-0.02824711144633036,0.0,0.0,0.11144000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2788,0.09787829547189424,-0.007644512909674998,0.0,0.0,0.11148000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2789,0.027352998732648754,0.00927221810788862,0.0,0.0,0.11152000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2790,0.07574181122436155,0.006226186797634392,0.0,0.0,0.11156,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2791,0.10110556409425282,-0.03343972613811722,0.0,0.0,0.1116,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2792,1.4928639298240204e-06,0.012958093882294696,0.0,0.0,0.11164,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2793,0.09645349492573255,0.016660829577995827,0.0,0.0,0.11168000000000002,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2794,0.08554405531433695,-0.03752233947985154,0.0,0.0,0.11172000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2795,0.08342906044140429,0.03916005946860008,0.0,0.0,0.11176000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2796,0.04563030658128766,0.015443251248570029,0.0,0.0,0.11180000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2797,0.08770176777203716,-0.026126904857625345,0.0,0.0,0.11184000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2798,0.06797053597627818,0.004205319005577248,0.0,0.0,0.11188000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2799,0.08102609163865046,-0.01567436511594656,0.0,0.0,0.11192,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2800,0.06501481778666239,0.04047274273342517,0.0,0.0,0.11196,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2801,0.040972050285034915,0.023711325979764608,0.0,0.0,0.112,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2802,0.07775152283276401,0.02892007043922605,0.0,0.0,0.11204000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2803,0.06157860467900431,-0.005565934540427072,0.0,0.0,0.11208000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2804,0.09125847067864334,-0.015656776974202747,0.0,0.0,0.11212000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2805,0.05607070366933063,0.010549118721354545,0.0,0.0,0.11216000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2806,0.07033684026973143,-0.011684031176436748,0.0,0.0,0.11220000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2807,0.09985503246626884,0.016490212341463147,0.0,0.0,0.11224,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2808,0.06990991502310973,0.008210398477956944,0.0,0.0,0.11228,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2809,0.06241273513271185,0.0030718274733818702,0.0,0.0,0.11232,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2810,0.06355830739364121,0.020169404614318234,0.0,0.0,0.11236000000000002,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2811,0.016229547386944643,0.019417518079583883,0.0,0.0,0.11240000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2812,0.07497541631028405,-0.0015261474885860122,0.0,0.0,0.11244000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2813,0.06977318625007975,0.038370161298495006,0.0,0.0,0.11248000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2814,0.05509793127950484,0.024579086420066332,0.0,0.0,0.11252000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2815,0.08179910948303186,0.01860716064928839,0.0,0.0,0.11256000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2816,0.06899586686641752,0.008994156734889182,0.0,0.0,0.1126,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2817,0.0867268776770103,0.05830628702474311,0.0,0.0,0.11264,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2818,0.09006226888366257,0.034501280526215185,0.0,0.0,0.11268,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2819,0.08215870376811267,0.05137635122370336,0.0,0.0,0.11272000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2820,0.06328752921830495,-0.005081419053718223,0.0,0.0,0.11276000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2821,0.06248610543746867,0.012918412909293435,0.0,0.0,0.11280000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2822,0.02809211509165511,0.011453483634476968,0.0,0.0,0.11284000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2823,0.0919484236097822,0.05504335310677182,0.0,0.0,0.11288000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2824,0.09606387694062961,0.03317475201022026,0.0,0.0,0.11292,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2825,0.08144258291173131,0.04472847262194701,0.0,0.0,0.11296,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2826,0.009188075352009599,0.014052433869003072,0.0,0.0,0.113,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2827,0.07524705638347175,0.051890035500336947,0.0,0.0,0.11304000000000002,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2828,0.09753535915289092,0.0327019384471806,0.0,0.0,0.11308000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2829,0.05171981625117182,0.011546695090997955,0.0,0.0,0.11312000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2830,0.06768879786359418,0.06345063216040572,0.0,0.0,0.11316000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2831,0.014652321270220928,0.014455067151745448,0.0,0.0,0.11320000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2832,0.008253296837472003,0.020202084816474373,0.0,0.0,0.11324000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2833,0.09479511941977087,-0.00853971317005743,0.0,0.0,0.11328,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2834,0.09842863634096735,0.052823650770010236,0.0,0.0,0.11332,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2835,0.05488899218055597,0.0292066155667543,0.0,0.0,0.11336,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2836,0.08799276490123716,0.05621496151134079,0.0,0.0,0.11340000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2837,0.06957059689321027,-0.029690707528125963,0.0,0.0,0.11344000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2838,0.09744796070526131,0.04799430543689971,0.0,0.0,0.11348000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2839,0.0254745052265482,0.009277926093004953,0.0,0.0,0.11352000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2840,0.09167961753624446,0.01107624474768392,0.0,0.0,0.11356000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2841,0.04114252703646766,0.013782443172674559,0.0,0.0,0.1136,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2842,0.031630970688073606,0.0177687191547971,0.0,0.0,0.11364,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2843,0.007516081538833685,0.009285566036534217,0.0,0.0,0.11368,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2844,0.06932174659412994,0.014453945029897637,0.0,0.0,0.11372000000000002,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2845,0.07041775802551756,0.05775323977488098,0.0,0.0,0.11376000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2846,0.030651694125642736,0.016743322836049523,0.0,0.0,0.11380000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2847,0.03114693317566866,0.0005481314217546481,0.0,0.0,0.11384000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2848,0.0845648899926489,0.01898019899593168,0.0,0.0,0.11388000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2849,0.09988775465731918,-0.02420437915455764,0.0,0.0,0.11392000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2850,0.08756543510048378,0.0008919474963544588,0.0,0.0,0.11396,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2851,0.09134678956222177,0.043977900863396355,0.0,0.0,0.114,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2852,0.05450026747377641,0.03748113162039743,0.0,0.0,0.11404,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2853,0.058355417809377544,0.0037002513213911193,0.0,0.0,0.11408000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2854,0.07902271193629964,0.050267962790553074,0.0,0.0,0.11412000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2855,0.0629871063604212,0.010256074406438352,0.0,0.0,0.11416000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2856,0.0548042847005033,0.02663436372217046,0.0,0.0,0.11420000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2857,0.054211798137115796,0.013183322429187247,0.0,0.0,0.11424000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2858,0.08149887052291771,0.025681999709620065,0.0,0.0,0.11428,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2859,0.05545058722211382,0.0134937817454289,0.0,0.0,0.11432,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2860,0.07765708996015755,0.005826510203800289,0.0,0.0,0.11436,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2861,0.07555214053125604,0.05130797865130871,0.0,0.0,0.11440000000000002,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2862,0.06221757758128772,-0.01047460910090059,0.0,0.0,0.11444000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2863,0.09246941885239685,-0.030990043604293856,0.0,0.0,0.11448000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2864,0.0617194340282588,0.004995119150962827,0.0,0.0,0.11452000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2865,0.09169507284753796,0.03164525150151465,0.0,0.0,0.11456000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2866,0.09996264279964347,-0.009965322796725167,0.0,0.0,0.11460000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2867,0.06952074067159807,-0.02052758401586966,0.0,0.0,0.11464,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2868,0.09477678415914094,-0.026269681312411662,0.0,0.0,0.11468,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2869,0.07867007183710822,-0.020346176878863587,0.0,0.0,0.11472,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2870,0.07765904768941437,0.020368615164252344,0.0,0.0,0.11476000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2871,0.016108587095575173,0.015287733302433042,0.0,0.0,0.11480000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2872,0.056983601620915335,-0.014968529631288712,0.0,0.0,0.11484000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2873,0.05381962622614636,0.05018073881986769,0.0,0.0,0.11488000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2874,0.06552984180787856,0.05600325071489336,0.0,0.0,0.11492000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2875,0.06540493531339747,0.045398433417337514,0.0,0.0,0.11496,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2876,0.07591712775963866,0.02349352322673582,0.0,0.0,0.115,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2877,0.03237693774324258,0.0036445128778122963,0.0,0.0,0.11504,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2878,0.09845995511104584,0.03286570156963396,0.0,0.0,0.11508000000000002,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2879,0.06476409780960511,0.04882453750328631,0.0,0.0,0.11512000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2880,0.09776745215385095,0.009801182704642128,0.0,0.0,0.11516000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2881,0.02683872439733717,0.025069513777611574,0.0,0.0,0.11520000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2882,0.02718913051936336,0.016331464248084272,0.0,0.0,0.11524000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2883,0.06970877671672145,0.05407786755815352,0.0,0.0,0.11528000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2884,0.08927844039063132,0.05768872510892783,0.0,0.0,0.11532,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2885,0.08099862770624638,0.047195652927800105,0.0,0.0,0.11536,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2886,0.10057646971697784,0.041801644816485475,0.0,0.0,0.1154,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2887,0.07110525372535377,-0.004766394749587621,0.0,0.0,0.11544000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2888,0.0617200270980594,-0.01989904238256064,0.0,0.0,0.11548000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2889,0.0015858218721802454,0.005604385030332519,0.0,0.0,0.11552000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2890,0.05772344333463006,-0.0062916707391106955,0.0,0.0,0.11556000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2891,0.08139111963134697,0.059582613493138044,0.0,0.0,0.11560000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2892,0.08806018066294141,-0.021705632801963897,0.0,0.0,0.11564,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2893,0.069778660796888,0.02144736438187512,0.0,0.0,0.11568,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2894,0.05123732747353724,0.02186303873219364,0.0,0.0,0.11572,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2895,0.0728381069368111,0.03411992532563564,0.0,0.0,0.11576000000000002,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2896,0.08612790132217535,0.03833258927403534,0.0,0.0,0.11580000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2897,0.09121595409852717,-0.03129315596839768,0.0,0.0,0.11584000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2898,0.06223130626789382,-0.024471269361284593,0.0,0.0,0.11588000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2899,0.09173059503852876,0.0494779193694979,0.0,0.0,0.11592000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2900,0.08893062302817528,0.056912893363066694,0.0,0.0,0.11596000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2901,0.013036413299018373,0.0235960799255162,0.0,0.0,0.116,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2902,0.06581733444400172,-0.03658234230898373,0.0,0.0,0.11604,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2903,0.04001442995400683,4.7198483202610836e-05,0.0,0.0,0.11608,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2904,0.06281882364563379,-0.01942229473437282,0.0,0.0,0.11612000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2905,0.06739350381813856,-0.032460217018388256,0.0,0.0,0.11616000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2906,0.07585659894908349,0.009571694483859534,0.0,0.0,0.11620000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2907,0.058100645794860975,-0.0024865700946110816,0.0,0.0,0.11624000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2908,0.08950917473113287,0.05516145128268668,0.0,0.0,0.11628000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2909,0.04037477922390973,0.016550558240675587,0.0,0.0,0.11632,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2910,0.007894473125976308,0.005540641959116043,0.0,0.0,0.11636,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2911,0.05185368022204987,0.02179004504645575,0.0,0.0,0.1164,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2912,0.06312469027952423,-0.0013748937140981262,0.0,0.0,0.11644000000000002,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2913,0.04841368198284782,0.0029840553369319405,0.0,0.0,0.11648000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2914,0.09221603607636736,0.06160242062515663,0.0,0.0,0.11652000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2915,0.09144598614017087,-0.005324955984066459,0.0,0.0,0.11656000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2916,0.07176553511259055,-0.025571435554775073,0.0,0.0,0.11660000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2917,0.09315892904736889,0.06303187780463712,0.0,0.0,0.11664000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2918,0.056382396414698735,-0.01864908862592384,0.0,0.0,0.11668,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2919,0.011185753250944761,0.011991712494346291,0.0,0.0,0.11672,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2920,0.02759623782246499,4.606666476894136e-05,0.0,0.0,0.11676,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2921,0.08247380757138992,0.049203921881248884,0.0,0.0,0.11680000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2922,0.0882562276621681,-0.022859275521348248,0.0,0.0,0.11684000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2923,0.05158521463885271,0.0014971484188743506,0.0,0.0,0.11688000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2924,0.08180720867248803,-0.0025748216821176156,0.0,0.0,0.11692000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2925,0.09105062083388892,0.041890356921131286,0.0,0.0,0.11696000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2926,0.04916665640410928,0.023868238261172105,0.0,0.0,0.117,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2927,0.08286334022479647,0.034278235106469525,0.0,0.0,0.11704,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2928,0.07578496420740319,-0.022968534783672497,0.0,0.0,0.11708,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2929,0.061490812104810263,0.02299182082137441,0.0,0.0,0.11712000000000002,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2930,0.02737340237466579,0.02115572517793569,0.0,0.0,0.11716000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2931,0.06201710175224354,-0.0029140890647518054,0.0,0.0,0.11720000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2932,0.09749369917338757,-0.00852353667667399,0.0,0.0,0.11724000000000001,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2933,0.06849092307544634,0.034589551830207475,0.0,0.0,0.11728000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2934,0.06778504121627889,-0.015781734212200492,0.0,0.0,0.11732000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2935,0.0627041492812427,0.03950075728104194,0.0,0.0,0.11736,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2936,0.09084182135464107,0.05424114666943807,0.0,0.0,0.1174,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2937,0.07609001632163227,0.02016598023028841,0.0,0.0,0.11744,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2938,0.09232761350127906,0.036927106636671,0.0,0.0,0.11748000000000001,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2939,0.05882442522324814,-0.03347818307538218,0.0,0.0,0.11752000000000001,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2940,0.07600186795058411,-0.036366565620405605,0.0,0.0,0.11756000000000001,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2941,0.062111388996946515,0.024676154453163422,0.0,0.0,0.11760000000000001,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2942,0.07593902741061336,-0.03150144825923156,0.0,0.0,0.11764000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2943,0.09453919187551091,0.05439098768438765,0.0,0.0,0.11768,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2944,0.06265793993574705,-0.00631319350090997,0.0,0.0,0.11772,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2945,0.010229284122298564,0.01910627271202192,0.0,0.0,0.11776,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2946,0.058459190820577114,0.01109483508044227,0.0,0.0,0.11780000000000002,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2947,0.07118133211886304,0.03473057471255313,0.0,0.0,0.11784000000000001,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2948,0.01288847093407815,0.010825168599326956,0.0,0.0,0.11788000000000001,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2949,0.09751029192579422,0.04387767571350889,0.0,0.0,0.11792000000000001,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2950,0.021770896643173478,0.01677732634122185,0.0,0.0,0.11796000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
2951,0.07720571892486344,0.032427969986065,0.0,0.0,0.11800000000000001,1e-15,1e-06,1200.0,0.0,6,1,,0.0
2952,0.09780434086004848,0.012835105540894325,0.0,0.0,0.11804,1e-15,1e-06,1200.0,0.0,7,2,,0.0
2953,0.06562577045185564,-0.03549866819138624,0.0,0.0,0.11808,1e-15,1e-06,1200.0,0.0,8,1,,0.0
2954,0.09746016567136315,0.057161549942391456,0.0,0.0,0.11812,1e-15,1e-06,1200.0,0.0,9,2,,0.0
2955,0.08807823930569608,0.026655797262784012,0.0,0.0,0.11816000000000002,1e-15,1e-06,1200.0,0.0,1,1,,0.0
2956,0.10041995157171356,0.036725832428420736,0.0,0.0,0.11820000000000001,1e-15,1e-06,1200.0,0.0,2,2,,0.0
2957,0.07266170206299141,-0.01328021968882086,0.0,0.0,0.11824000000000001,1e-15,1e-06,1200.0,0.0,5,1,,0.0
2958,0.05900994471183448,0.0070006019011264724,0.0,0.0,0.11828000000000001,1e-15,1e-06,1200.0,0.0,6,2,,0.0
2959,0.07834627357982736,-0.026153893680617046,0.0,0.0,0.11832000000000001,1e-15,1e-06,1200.0,0.0,7,1,,0.0
2960,0.021366067784024577,0.01984476804389088,0.0,0.0,0.11836,1e-15,1e-06,1200.0,0.0,8,2,,0.0
2961,0.06606656668553623,-0.007041955221167665,0.0,0.0,0.1184,1e-15,1e-06,1200.0,0.0,9,1,,0.0
2962,0.05834056337283951,-0.025671255850540687,0.0,0.0,0.11844,1e-15,1e-06,1200.0,0.0,1,2,,0.0
2963,0.08786484299401412,0.021640821765765476,0.0,0.0,0.11848000000000002,1e-15,1e-06,1200.0,0.0,2,1,,0.0
2964,0.06176541938024923,0.029979183265185852,0.0,0.0,0.11852000000000001,1e-15,1e-06,1200.0,0.0,5,2,,0.0
